country_id,region_id,population
53,922,31823894
53,923,39299904
53,924,80420640
53,926,16968212
53,927,26007470
53,928,3470541
53,929,49773036
53,930,62641920
54,931,1838
56,933,359
57,934,141531
57,935,7928416
57,936,461364
57,937,3259440
57,938,3217860
57,939,1534885
57,941,1082928
57,942,671302
57,943,860529
57,944,1872821
57,945,1219591
57,946,639629
57,947,2513131
57,948,14062328
57,949,114108
57,950,1577289
57,951,178336
57,952,1489539
57,953,1549060
57,954,1405040
57,955,2154208
57,956,1598936
57,957,562863
57,958,707907
57,959,1094046
57,960,102328
57,961,2717147
57,962,1065486
57,963,1784532
57,964,5487773
57,965,103180
57,966,101550
57,901156,7930232
57,901157,3082308
57,901158,10061854
57,901159,3263243
57,901160,1481104
57,901161,1068968
57,901162,664570
57,901163,1843061
57,901164,1237361
57,901165,2533166
57,901166,4080845
57,901167,690850
57,901168,1446803
57,901169,1482949
57,901170,1752860
57,901171,1283927
57,901172,2185661
57,901173,1570295
57,901174,706515
57,901175,1126848
57,901176,2705609
57,901177,1026056
57,901178,1746364
57,901179,5617113
57,901180,451891
57,901181,906384
57,901182,543276
57,901183,102328
57,901184,142452
57,901185,116688
57,901186,183849
57,901187,102730
57,901188,97261
58,967,65078
58,968,333632
58,969,452249
59,970,255512
59,971,233241
59,972,189945
59,973,230066
59,974,165602
59,975,1054810
59,976,160334
59,977,114007
59,978,423858
59,979,110554
59,900002,276760
59,900003,783472
60,980,15914
61,981,978014
61,982,542329
61,983,392455
61,984,513780
61,985,432096
61,986,462314
61,987,1492981
62,988,107421
62,989,105482
62,990,754093
62,991,196435
62,992,120375
62,993,109193
62,994,149993
62,995,45262
62,996,104598
62,997,287031
62,998,73401
62,1000,98773
62,1001,164421
62,1002,147444
62,1003,426074
62,1004,161960
62,1005,75579
62,1006,162829
62,1007,174270
62,1008,346313
62,900026,281544
63,1009,777813
63,1010,410176
63,1011,403334
63,1012,1858462
63,1013,832899
63,1014,575854
63,1015,1069225
63,1016,77210
63,1017,899965
63,1018,519007
63,1019,698120
63,1020,729255
63,1021,504393
63,1022,1001988
63,1023,730197
64,1024,244721
64,1025,68241
64,1026,161345
64,1027,279810
64,1028,472729
64,1029,118651
65,1030,711826
65,1031,2074444
65,1032,1565679
65,1033,1184524
65,1034,1816277
65,1035,1366086
65,1036,1237485
65,1037,884289
66,1040,2692382
66,1041,343501
66,1043,1467712
66,1044,1642717
66,1045,2728611
66,1048,1978280
66,1050,1337352
66,1051,1614962
66,1053,1062497
66,16838,405690
66,16840,1900490
66,16845,1024301
66,40692,2861567
66,900025,5450126
67,1054,1434506
67,1055,388489
67,1056,1446832
67,1058,2360777
67,1059,1803602
67,1060,2907061
67,1061,2993870
67,1062,2941995
67,1063,3142299
67,1064,3157561
67,1065,764098
68,1066,8553457
68,1067,3004779
68,1068,11026867
68,1069,13515202
68,1070,10040941
68,1071,28281910
68,1072,7850570
68,1073,3071970
68,1074,9391261
68,1075,13394677
68,1076,6308998
68,900143,5674065
68,900144,3529128
68,900145,6212139
68,900146,3008013
68,900147,1717903
68,900148,4479438
68,900149,2356058
68,900150,2402447
68,900151,3060707
68,900152,1577978
68,900153,2307201
68,900154,1678479
68,900155,1520478
68,900156,2126189
68,900157,9388370
68,900158,3071970
68,900159,4017391
68,900160,7972880
68,900161,5538392
68,900162,10750496
68,900163,200078
68,900164,4166797
68,900165,7214859
68,900166,6300509
68,900167,6247093
68,900168,7853027
68,901011,6351
68,901012,58798
68,901013,7497
69,1077,748909
69,1078,37479
69,1079,114401
69,1081,490968
69,1083,509653
69,1084,226117
69,1085,287944
69,1087,244335
69,1088,247263
69,1090,390265
69,1091,316626
69,1092,241565
69,40856,390103
69,40857,1288087
69,40858,245308
70,1093,145838
70,1094,155805
70,1095,607375
70,1096,69536
70,1097,167523
70,900405,147561
70,900406,72793
70,900407,115465
70,900408,574259
70,900409,68512
70,900410,167487
71,1098,9411
71,1099,13987
71,1100,16472
71,1101,4978
71,1102,6035
71,1103,1219
71,1104,570
71,1105,7812
71,1106,8125
71,1107,1064
72,1108,251173
72,1109,153755
72,1110,217198
72,1111,68101
72,1112,3317913
72,1113,353053
72,1114,90961
72,1115,319956
72,1116,69617
72,1117,535451
72,1118,70766
72,1119,296972
72,1120,473648
72,1121,192976
72,1122,184997
72,1123,59981
72,1124,285423
72,1125,343844
72,1126,95375
72,1127,114057
72,1128,700778
72,1129,241845
72,1130,389913
72,1131,162248
72,1132,1068456
72,1133,54288
72,1134,231149
72,36854,105832
72,36855,189415
72,36856,240945
72,36857,61149
72,36858,1085691
72,901058,1270
72,901059,321587
72,901060,342528
72,901061,1068578
72,901062,477347
72,901063,160954
72,901064,188908
72,901065,352855
72,901066,191946
72,901067,95223
72,901068,114286
72,901069,73151
72,901070,183736
72,901071,54224
72,901072,232139
72,901073,250820
72,901074,287162
72,901075,692347
72,901076,60731
72,901077,156561
72,901078,214141
72,901079,71455
72,901080,63385
72,901081,73035
72,901082,241936
72,901083,92275
72,901084,535330
72,901085,296233
72,901086,389513
72,901087,239637
72,901088,105677
72,901089,1083785
72,901090,3327461
73,1135,862345
73,1136,201886
73,1137,247171
73,1138,179675
73,1139,528557
73,1140,486196
73,1141,685466
73,1142,665515
73,1143,33162
73,1144,4299369
73,1145,466815
73,1146,500257
73,1147,945526
73,1148,1601678
73,1149,196221
73,1150,173995
73,1151,226217
73,1152,118199
73,1153,3232509
73,1154,252729
73,1155,586114
73,1156,114080
73,1157,40427
73,22007,404821
73,22008,483412
74,2746,902635
74,2747,958540
74,2748,1903568
74,2750,6244942
74,2751,2054634
74,2754,686509
74,2765,1132363
74,2766,444515
74,2768,942184
74,37021,1551975
75,1184,379671
75,1185,163509
75,1186,245192
75,1187,303829
75,1188,853706
75,1189,380009
75,1190,226078
75,1191,194580
75,1192,480667
75,1193,1828897
75,1194,184720
75,1195,594899
75,1196,535986
75,1197,380260
75,900381,380640
75,900382,162738
75,900383,240808
75,900384,303303
75,900385,857528
75,900386,375885
75,900387,228459
75,900388,195289
75,900389,474956
75,900390,1817881
75,900391,183287
75,900392,603902
75,900393,528462
75,900394,379739
75,900395,25690
76,1198,3397
76,1199,323680
76,1200,35874
76,1201,150641
76,1202,178277
76,1203,391459
76,1204,212704
77,1205,523389
77,1206,4952
77,1207,971255
77,1208,111290
77,1209,933892
77,1210,521944
77,1211,1142349
78,1212,620795
78,1213,6422
78,1214,173392
78,1215,25918
78,1216,26635
78,1217,54663
78,1218,19944
78,1219,78771
78,1220,26915
78,1221,49711
78,1222,44981
78,1223,154928
78,1224,26415
78,1225,41962
78,1226,29594
78,149727,343
79,1227,3502603
79,1228,1861717
79,1229,22334584
79,1230,1152606
79,1231,467138
79,1232,583902
79,1233,254980
79,1236,21576006
79,1237,5930411
79,47678,39829760
79,47679,6396318
79,900532,3425390
79,900533,2000717
79,900534,22352252
79,900535,1221300
79,900536,463096
79,900537,549788
79,900538,250961
79,900539,39817616
79,900540,21585668
79,900541,6509676
79,900542,5713558
81,1239,2248
82,1240,50899
83,40187,382378
83,40188,29916
83,40189,120564
83,40190,322373
84,1242,22260
84,1243,560238
84,1244,175626
84,1245,493759
84,1246,2311273
84,1247,1919125
85,1248,1971245
85,1249,3602730
85,1250,1405973
85,1251,1535428
85,1252,1691761
85,1253,3454318
85,1254,2681504
85,1255,1354576
85,1256,351648
85,1257,1242807
85,1258,1899262
85,1259,12766260
85,1260,2970726
85,1262,784406
85,1263,2431443
85,1264,3315359
85,1265,4071594
85,1266,3969498
85,1267,1993389
85,1268,1912465
85,1269,5075771
85,1270,6926355
86,1271,205076
86,1272,142964
87,1273,278863
89,1275,1083628
89,1276,814751
89,1277,104361
89,1278,150578
89,1279,72437
89,1280,97572
89,1281,120374
89,1282,193153
89,1283,330936
90,1285,248444
90,1287,85611
90,1288,289122
90,1289,272946
90,1290,1067856
90,112869,439443
92,1296,264291
92,1297,317926
92,1298,108264
92,1299,458771
92,1300,283804
92,1301,745716
92,1302,130315
92,1303,24062
92,1304,282989
92,1305,151197
92,1306,225824
92,1307,734231
93,1308,10365696
93,1309,12565531
93,1310,3123370
93,1311,2502804
93,1312,550651
93,1313,1533575
93,1314,5900511
93,1315,1472710
93,1316,7707438
93,1317,17015174
93,1318,3962209
93,1319,929626
93,1320,3776724
93,1321,2025500
93,1322,2896350
93,1323,1952172
94,1324,6775423
94,1325,2943349
94,1326,2921109
94,1327,3411597
94,1328,5565015
94,1329,3480054
94,1330,1180814
94,1331,849376
94,1332,2967590
94,1333,3042327
94,900854,6772914
94,900855,2936722
94,900856,2940196
94,900857,3391135
94,900858,5565317
94,900859,3481744
94,900860,1182743
94,900861,840469
94,900862,2967098
94,900863,3049756
95,1334,23545
97,1336,600882
97,1337,3618291
97,1338,629811
97,1339,275027
97,1340,189816
97,1341,326400
97,1342,1646714
97,1343,639567
97,1345,543675
97,1346,530700
97,1347,710888
97,1348,186109
97,40766,292110
98,1349,727
98,1350,1118
98,1351,41655
99,1352,16256
99,1353,25923
99,1354,30534
99,1355,8115
99,1356,3542
99,1357,9424
100,1358,453927
101,1359,161011
102,900004,73809
103,64821,3623551
103,64822,208150
103,64823,369884
103,64824,791079
103,64825,809291
103,64826,438953
103,64827,560135
103,64828,619461
103,64829,975581
103,64830,678191
103,64831,349172
103,64832,1264338
103,64833,1385636
103,64834,1335006
103,64835,361019
103,64836,1478266
103,64837,879004
103,64838,489506
103,64839,257911
103,64840,453123
103,64841,414632
103,64842,525345
104,40222,1346
104,40223,7743
104,40224,2513
104,40225,41
104,40226,2538
104,40227,7605
104,40228,1488
104,40229,17389
104,40230,6317
104,40231,2388
104,40232,434
104,40233,963
104,40234,7528
105,1385,245381
105,1386,126021
105,1387,30153
105,1388,171484
105,1389,268531
105,1390,262502
105,1391,63017
105,1392,515550
105,1393,74909
106,40700,1073942
106,40701,1442246
106,40702,1091113
106,40703,2518341
106,40704,2150301
106,40705,1076861
106,40706,778146
106,40707,1713928
106,900027,2047208
106,900028,1177035
107,1398,28560
107,1399,23104
107,1400,299214
107,1401,94045
107,1402,114384
107,1403,49696
107,1404,42354
107,1405,11645
107,1406,38096
107,1407,27820
108,1409,2314229
108,1410,946561
108,1411,622452
108,1412,1363129
108,1413,466609
108,1414,989275
108,1415,5834299
108,1416,881295
108,1417,754054
108,72912,452848
108,901001,5830533
108,901002,750981
108,901003,1363129
108,901004,463611
108,901005,2314229
108,901006,943110
108,901007,881295
108,901008,622452
108,901009,989275
108,901010,452848
110,1419,3999
111,1420,467575
111,1421,465945
111,1422,394287
111,1423,606994
111,1424,449125
111,1425,1818970
111,1426,1735025
111,1427,105723
111,1428,270270
111,1429,73564
111,1430,211108
111,1431,362184
111,1432,99
111,1433,170882
111,1434,660985
111,1435,460158
111,1436,492401
111,1437,176860
111,1438,632364
111,901014,568
111,901015,498997
111,901016,355531
111,901017,605318
111,901018,437820
111,901019,1817224
111,901020,464742
111,901021,512597
111,901022,1740678
111,901023,106133
111,901024,268639
111,901025,75631
111,901026,228817
111,901027,373793
111,901028,175672
111,901029,594673
111,901030,484923
111,901031,179903
111,901032,640233
111,901033,359
113,1440,448065
113,1441,329861
113,1442,312714
113,1443,632003
113,1444,1698446
113,1445,364482
113,1446,457644
113,1447,433537
113,1448,595060
113,1449,290211
113,1450,353498
113,1451,235070
113,1452,173923
113,1453,1205963
113,1454,283075
113,1455,568906
113,1456,202498
113,1457,235920
113,1458,310977
113,1459,235406
114,1460,28532
114,1461,217
114,1462,1874
114,1463,1777
114,1464,9326
114,1465,571
114,1466,24377
114,1467,37360
114,1468,212800
114,1469,1934
114,1471,2966
114,1472,5898
114,1473,2644
114,1474,7009
114,1475,4328
114,1476,3846
114,1477,568
114,1478,5557
114,1479,2339
114,1480,985
114,1481,890
114,1482,1629
114,1483,851
115,1484,372278
115,1485,93727088
115,1487,35240968
115,1488,128304208
115,1489,18961364
115,1490,1550113
115,1491,69826256
115,1492,29914736
115,1493,7831666
115,1494,70120752
115,1495,33977988
115,1496,45751
115,1497,86050440
115,1498,128238664
115,1500,3571403
115,1501,4248675
115,1502,1381618
115,1503,2009252
115,1504,47512916
115,1505,31218326
115,1506,82020088
115,1507,674877
115,1508,82991728
115,1509,4423469
115,1510,236499184
115,1511,102399688
115,70074,829497
115,70075,30139576
115,70076,519687
115,70077,295869
115,70078,40076732
115,70080,1194364
115,70082,12238169
115,900482,612768
115,900618,53438820
115,900619,40288248
116,1512,4817707
116,1513,4801766
116,1514,1867868
116,1515,3833066
116,1516,10564112
116,1518,3997838
116,1519,52612264
116,1520,33595328
116,1521,39735792
116,1522,5248278
116,1523,4504486
116,1524,2754660
116,1525,5164946
116,1526,8744129
116,1527,1764856
116,1528,5076514
116,1529,5591248
116,1530,8224714
116,1531,9146905
116,1532,3292525
116,1533,2974458
116,1534,2752788
116,1535,5566239
116,1536,8109280
116,1537,14593465
116,73609,1603113
116,73610,14157993
116,73611,1255560
116,73612,1429948
116,73614,2298419
116,73616,1784806
116,73617,6692935
116,73619,1724537
117,1539,2085521
117,1540,1474957
117,1541,879741
117,1542,3970826
117,1543,5503971
117,1544,4658979
117,1545,2627867
117,1546,1845231
117,1547,7983673
117,1548,1809312
117,1549,576899
117,1550,3234744
117,1551,4740064
117,1552,642006
117,1553,1546748
117,1554,9722
117,1555,1754180
117,1556,1441943
117,1557,3150280
117,1558,645683
117,1559,2456528
117,1560,15727060
117,1561,3379304
117,1562,1153831
117,1563,1118566
117,33110,1275832
117,33111,1935730
117,33112,1329079
117,33113,1363038
117,900029,1443685
117,900030,2611846
117,900031,3144702
117,900032,3974588
117,900033,3384076
117,900034,2087992
117,900035,4742368
117,900036,4658196
117,900037,3250507
117,900038,6246619
117,900039,5484395
117,900040,2443144
117,900041,1539755
117,900042,1845751
117,900043,876985
117,900044,1751440
117,900045,576698
117,900046,645836
117,900047,1451021
117,900048,1123895
117,900049,647275
117,900050,1254194
117,900051,1851482
117,900052,12574785
117,900053,1270644
117,900054,1417507
117,900055,1343661
117,900056,1932254
117,900057,959288
117,900058,694735
117,900059,3104309
117,900060,4625
117,900061,13712
118,1564,2069768
118,1565,3383447
118,1566,990453
118,1567,1873089
118,1568,1653244
118,1569,2681017
118,1570,1792045
118,1571,2330682
118,1572,8242789
118,1573,2500447
118,1574,2703872
118,1575,1657588
118,1576,1470412
118,1577,1338393
118,1578,4215084
118,1579,1628457
118,1580,2282730
118,1581,1548814
119,1582,63514
119,1583,95874
119,1584,129055
119,1585,593331
119,1586,188704
119,1587,1503306
119,1588,284319
119,1589,157217
119,1590,268625
119,1591,120458
119,1592,122430
119,1593,39342
119,1594,210765
119,1595,50551
119,1596,145107
119,1597,143259
119,1598,234890
119,1599,70036
119,1601,90406
119,1602,79519
119,1603,77074
119,1604,179649
119,1605,122154
119,1606,97229
119,1607,173259
119,1608,161798
120,61305,1387
120,61306,1578
120,61307,1139
120,61308,12115
120,61309,431
120,61310,2326
120,61311,19436
120,61312,2298
120,61313,984
120,61314,1187
120,61315,1939
120,61316,1715
120,61317,3092
120,61318,2781
120,61319,2799
120,61320,1784
120,61321,11430
120,61322,2098
120,61323,5002
120,61324,1542
120,61325,1920
120,61326,6167
120,61327,2725
120,61328,902
121,1610,2347711
121,1611,953489
121,1612,1077952
121,1613,1506943
121,1614,1257446
121,1615,1418549
122,1616,1338510
122,1617,562294
122,1618,1892080
122,1619,5802324
122,1620,4687546
122,1621,1256353
122,1622,5880809
122,1623,1392581
122,1624,10440469
122,1625,1630437
122,1626,306225
122,1627,4522887
122,1628,4029825
122,1629,1612901
122,1630,5017053
122,1631,3809750
122,1632,1121752
122,1633,942321
122,1634,135735
122,1635,5168036
123,1636,253570
123,1637,72088
123,1638,193678
123,1639,83591
123,1640,648489
123,1641,185301
123,1642,525121
123,1643,149171
123,1644,191465
123,1645,123619
123,1646,99650
123,1647,79624
123,1648,143194
126,1651,7536252
126,1652,964103
126,1653,1243588
126,1654,1268021
126,1655,762224
126,1656,4800120
126,1657,1908563
126,1658,2037158
126,1659,1979072
126,1660,2752377
126,1661,5248712
126,1662,5393222
126,1663,2980006
126,1664,1134896
126,1665,1227284
126,1666,894122
126,1667,1558618
126,1668,9348627
126,1669,702528
126,1670,1712418
126,1671,2637477
126,1672,1791768
126,1673,2298641
126,1674,1094071
126,1675,2039955
126,1676,1195774
126,1677,1368858
126,1678,2236326
126,1679,1134606
126,1680,1881636
126,1681,1240310
126,1682,8482595
126,1683,813113
126,1684,7524110
126,1685,1479470
126,1686,657267
126,1687,3706593
126,1688,1993096
126,1689,724743
126,1690,14108422
126,1691,548483
126,1692,1050397
126,1693,6378768
126,1694,903242
126,1695,1077861
126,1696,1334491
126,1697,830577
128,40235,8771
128,40236,4892
128,40237,27148
128,40238,5033
128,40239,8229
128,40240,5074
128,40241,3153
128,40242,4848
128,40243,4277
128,40244,8307
128,40245,7849
128,40274,10761
130,1701,172884
130,1702,505042
130,1703,155574
130,1704,272936
130,1705,2721095
130,1706,100325
